From	Entry	Entry Name	Protein names	Gene Names	Organism	Reviewed
AT1G09780	O04499	PMG1_ARATH	2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1 (BPG-independent PGAM 1) (Phosphoglyceromutase 1) (EC 5.4.2.12) (PGAM-I 1)	PGM1 At1g09780 F21M12.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G19220	P55229	GLGL1_ARATH	Glucose-1-phosphate adenylyltransferase large subunit 1, chloroplastic (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADP-glucose synthase) (AGPase S) (Alpha-D-glucose-1-phosphate adenyl transferase)	ADG2 APL1 At5g19220 T24G5.120	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G27680	P55230	GLGL2_ARATH	Glucose-1-phosphate adenylyltransferase large subunit 2, chloroplastic (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADP-glucose synthase) (AGPase S) (Alpha-D-glucose-1-phosphate adenyl transferase)	APL2 At1g27680 T22C5.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G17465	Q9LRN8	RK3B_ARATH	Large ribosomal subunit protein uL3m (50S ribosomal protein L3-2, mitochondrial)	RPL3B At3g17465 MTO12.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G42790	Q9M2B4	ALFL3_ARATH	PHD finger protein ALFIN-LIKE 3 (Protein AL3)	AL3 At3g42790 T21C14_10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G74850	Q9S7Q2	PP124_ARATH	Pentatricopeptide repeat-containing protein At1g74850, chloroplastic (Protein PLASTID TRANSCRIPTIONALLY ACTIVE 2)	PTAC2 At1g74850 F25A4.18 F9E10.30	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G52490	Q9FHB3	FBRL3_ARATH	Putative rRNA 2'-O-methyltransferase fibrillarin 3 (EC 2.1.1.-) (Fibrillarin-like protein 3) (Histone-glutamine methyltransferase)	FIB3 At5g52490 K24M7.24	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G52470	Q9FEF8	FBRL1_ARATH	rRNA 2'-O-methyltransferase fibrillarin 1 (AtFbr1) (AtFib1) (EC 2.1.1.-) (Fibrillarin-like protein 1) (Histone-glutamine methyltransferase) (SKP1-interacting partner 7)	FIB1 FBR1 MED36_2 MED36B SKIP7 At5g52470 K24M7.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G52000	Q9FJ92	IMPA8_ARATH	Importin subunit alpha-8 (IMPa-8)	IMPA8 At5g52000 MSG15.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G49310	Q9FJ09	IMPA5_ARATH	Importin subunit alpha-5 (IMPa-5) (Importin subunit alpha)	IMPA5 At5g49310 K21P3.21	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G63680	F4I3P9	MURE_ARATH	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase MurE homolog, chloroplastic (AtMurE) (Protein ALBINO OR PALE-GREEN 13) (Protein PIGMENT DEFECTIVE EMBRYO 316)	MURE APG13 PDE316 At1g63680 F24D7.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G45140	F4KD38	NRPC2_ARATH	DNA-directed RNA polymerase III subunit 2 (DNA-directed RNA polymerase III subunit RPC2) (DNA polymerase I subunit C2) (EC 2.7.7.6) (Nuclear RNA polymerase C2)	NRPC2 RPC2 At5g45140 K18C1.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G11770	Q42577	NDUS7_ARATH	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2)	At5g11770 T22P22_160	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G46620	F4IJ77	AATP4_ARATH	AAA-ATPase At2g46620 (EC 3.6.1.-)	At2g46620 F13A10.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G03630	Q93WJ8	MDAR2_ARATH	Monodehydroascorbate reductase 2 (AtMDAR2) (EC 1.6.5.4)	MDAR2 At5g03630 F17C15.50	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G05220	Q9SJ36	RS172_ARATH	Small ribosomal subunit protein eS17y (40S ribosomal protein S17-2)	RPS17B At2g05220 F5G3.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G10610	Q9SQZ1	RS173_ARATH	Small ribosomal subunit protein eS17x (40S ribosomal protein S17-3)	RPS17C At3g10610 F13M14.10 F18K10.23	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G26300	O23247	SYRM_ARATH	Arginine--tRNA ligase, chloroplastic/mitochondrial (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS) (Protein EMBRYO DEFECTIVE 1027)	EMB1027 At4g26300 T25K17.110	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G66530	Q9C713	SYRC_ARATH	Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	At1g66530 F28G11.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G50480	Q9SPK5	FTHS_ARATH	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (10-formyletrahydrofolate synthetase) (FHS) (FTHFS) (Formyltetrahydrofolate synthetase)	THFS At1g50480 F11F12.17 F17J6.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G71300	Q9FVV6	VP52B_ARATH	Vacuolar protein sorting-associated protein 52 B (ARE1-like protein P2)	P2 At1g71300 F3I17.5	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G62120	Q9M1R2	SYPC_ARATH	Proline--tRNA ligase, cytoplasmic (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	At3g62120 T17J13.80	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G14342	P58728	SF3BB_ARATH	Uncharacterized protein At4g14342	At4g14342 FCAALL.352	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G59850	P42798	R15A1_ARATH	Small ribosomal subunit protein uS8z/uS8w (40S ribosomal protein S15a-1)	RPS15AA At1g07770 F24B9.12; RPS15AF At5g59850 MMN10.16 MMN10.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G14300	Q9LY99	PHB5_ARATH	Prohibitin-5, mitochondrial (Atphb5)	PHB5 At5g14300 F18O22.90	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G27540	Q8RXF8	MIRO1_ARATH	Mitochondrial Rho GTPase 1 (AtMIRO1) (EC 3.6.5.-) (Miro-related GTPase 1)	MIRO1 At5g27540	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G27280	Q9LK25	PHB4_ARATH	Prohibitin-4, mitochondrial (Atphb4)	PHB4 At3g27280 K17E12.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G58740	Q9LXS7	CISY1_ARATH	Citrate synthase 1, peroxisomal (EC 2.3.3.16)	CSY1 At3g58740 T20N10.90	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G50390	Q9SX54	SCRK8_ARATH	Putative fructokinase-8 (EC 2.7.1.4)	At1g50390 F14I3.3	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G08900	O22666	RGP3_ARATH	UDP-arabinopyranose mutase 3 (EC 5.4.99.30) (Reversibly glycosylated polypeptide 3) (AtRGP3) (UDP-L-arabinose mutase 3)	RGP3 At3g08900 T16O11.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G50940	Q9C6I6	ETFA_ARATH	Electron transfer flavoprotein subunit alpha, mitochondrial (Alpha-ETF)	ETFA At1g50940 F8A12.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G30510	Q9S9P8	FNRR2_ARATH	Ferredoxin--NADP reductase, root isozyme 2, chloroplastic (EC 1.18.1.2) (Root FNR 2) (AtRFNR2)	RFNR2 PETH4 At1g30510 F26G16.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G02560	Q9LZ46	H2A4_ARATH	Probable histone H2A.4 (HTA12)	At5g02560 T22P11.150	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G27670	Q94F49	H2A5_ARATH	Probable histone H2A.5 (HTA7)	At5g27670 F15A18.130	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G17830	Q9C5C4	ARGE_ARATH	Acetylornithine deacetylase (EC 3.5.1.16) (N-acetylornithinase) (AO) (Acetylornithinase) (NAO)	At4g17830 dl4945w T6K21	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G19940	Q93Z70	ARGC_ARATH	Probable N-acetyl-gamma-glutamyl-phosphate reductase, chloroplastic (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	At2g19940 F6F22.3	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G46430	Q9FHG2	RL322_ARATH	Large ribosomal subunit protein eL32y (60S ribosomal protein L32-2)	RPL32B At5g46430 K11I1.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G35410	O23685	AP1S2_ARATH	AP-1 complex subunit sigma-2 (Adaptor AP-1 19 kDa protein) (Adaptor protein complex AP-1 sigma-2 subunit) (Adaptor-related protein complex 1 sigma-2 subunit) (Clathrin assembly protein complex 1 sigma-2 small chain) (Clathrin assembly small subunit protein AP19-2) (AtAP19-2) (Sigma 2 subunit of AP-1 clathrin) (Sigma-adaptin 2) (Sigma2-adaptin)	AAP19-2 At4g35410 F23E12.30	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G56500	C0Z361	CPNB3_ARATH	Chaperonin 60 subunit beta 3, chloroplastic (CPN-60 beta 3)	CPN60B3 Cpn60-B(1) At5g56500 MCD7.27	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G40810	Q9FKS5	CYC1B_ARATH	Cytochrome c1 2, heme protein, mitochondrial (Complex III subunit 4-2) (Complex III subunit IV-2) (Cytochrome b-c1 complex subunit 4-2) (Ubiquinol-cytochrome c reductase complex cytochrome c1 subunit 2) (Cytochrome c-1 2)	CYC1-2 At5g40810 MHK7.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G15440	Q8VYZ5	PWP2_ARATH	Periodic tryptophan protein 2 (AtPWP2)	PWP2 At1g15440 F9L1.40	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G18165	Q949S9	SPF27_ARATH	Pre-mRNA-splicing factor SPF27 homolog (Modifier of SNC1 member 4) (Protein BCAS2 homolog)	MOS4 BCAS2 SPF27 At3g18165 MRC8.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G28510	O49460	PHB1_ARATH	Prohibitin-1, mitochondrial (Atphb1)	PHB1 At4g28510 F20O9.200	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G40770	O04331	PHB3_ARATH	Prohibitin-3, mitochondrial (Atphb3) (Protein ENHANCED ETHYLENE RESPONSE 3)	PHB3 EER3 At5g40770 K1B16.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G24620	Q8H103	G6PIP_ARATH	Glucose-6-phosphate isomerase 1, chloroplastic (GPI 1) (EC 5.3.1.9) (Phosphoglucose isomerase 1) (PGI 1) (Phosphohexose isomerase) (PHI)	PGI1 pgi2 pgi3 At4g24620 F22K18.180	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G63770	Q8H0S9	PSA_ARATH	Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S) (Meiotic prophase aminopeptidase 1)	MPA1 At1g63770 F24D7.4 T12P18.21	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G14780	Q9S7E4	FDH_ARATH	Formate dehydrogenase, chloroplastic/mitochondrial (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)	FDH1 FDH At5g14780 T9L3_80	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G04920	F4JGZ1	MED16_ARATH	Mediator of RNA polymerase II transcription subunit 16 (Protein SENSITIVE TO FREEZING 6)	MED16 MED16_1 SFR6 At4g04920 T1J1.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G17310	P57751	UGPA1_ARATH	UTP--glucose-1-phosphate uridylyltransferase 1 (EC 2.7.7.9) (UDP-glucose pyrophosphorylase 1) (AtUGP1) (UDPGP 1) (UGPase 1)	UGP1 At5g17310 MKP11.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G18090	Q9LV32	RPD2B_ARATH	DNA-directed RNA polymerase D subunit 2b (AtNRPD2b) (Nuclear RNA polymerase D 2b) (EC 2.7.7.6) (RNA polymerase IV subunit 2b) (POL IV 2b)	NRPD2b RPD2b At3g18090 MRC8.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G33370	P49690	RL23_ARATH	Large ribosomal subunit protein uL14x/uL14z/uL14y (60S ribosomal protein L23) (Protein EMBRYO DEFECTIVE 2171)	RPL23A At1g04480 F19P19.5; RPL23B At2g33370 F4P9.14; RPL23C EMB2171 At3g04400 T27C4.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G04400	P49690	RL23_ARATH	Large ribosomal subunit protein uL14x/uL14z/uL14y (60S ribosomal protein L23) (Protein EMBRYO DEFECTIVE 2171)	RPL23A At1g04480 F19P19.5; RPL23B At2g33370 F4P9.14; RPL23C EMB2171 At3g04400 T27C4.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G77510	Q9SRG3	PDI12_ARATH	Protein disulfide isomerase-like 1-2 (AtPDIL1-2) (EC 5.3.4.1) (Protein disulfide-isomerase 2) (PDI 2) (Protein disulfide-isomerase 6) (AtPDI6)	PDIL1-2 PDI6 At1g77510 T5M16.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G15760	Q9LFV0	RRP32_ARATH	Small ribosomal subunit protein cS23y (30S ribosomal protein 3-2, chloroplastic) (Plastid-specific 30S ribosomal protein 3-2) (PSRP-3 2)	At5g15760 F14F8_140	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G32470	Q9SUU5	QCR71_ARATH	Cytochrome b-c1 complex subunit 7-1, mitochondrial (Complex III subunit 7-1) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 7-1)	QCR7-1 At4g32470 F8B4.170	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G25450	F4JWS8	QCR72_ARATH	Cytochrome b-c1 complex subunit 7-2, mitochondrial (Complex III subunit 7-2) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 7-2)	QCR7-2 At5g25450 F18G18.190 T14C9.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G04800	Q9LZ17	RS174_ARATH	Small ribosomal subunit protein eS17w (40S ribosomal protein S17-4)	RPS17D At5g04800 MUK11.12 T1E3_160	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G41500	O22212	PRP4L_ARATH	U4/U6 small nuclear ribonucleoprotein PRP4-like protein (Protein EMBRYO DEFECTIVE 2776) (Protein LACHESIS)	LIS EMB2776 At2g41500 T26J13.9 T32G6.2	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G16210	Q6NL24	ECH1P_ARATH	Probable enoyl-CoA hydratase 1, peroxisomal (EC 4.2.1.17) (Enoyl-CoA hydratase isoform A)	ECHIA At4g16210 dl4145c	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G53280	Q9MAH3	DJ1B_ARATH	Protein DJ-1 homolog B (AtDJ1B)	DJ1B At1g53280 F12M16.18	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G34810	O64745	BBE16_ARATH	Berberine bridge enzyme-like 16 (AtBBE-like 16) (EC 1.1.1.-)	At2g34810 F19I3.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G25740	Q9SW09	RS101_ARATH	Small ribosomal subunit protein eS10z (40S ribosomal protein S10-1)	RPS10A At4g25740 F14M19.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G13170	Q9SVR0	R13A3_ARATH	Large ribosomal subunit protein uL13x (60S ribosomal protein L13a-3)	RPL13AC At4g13170 F17N18.60	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G06290	Q9C5R8	BAS1B_ARATH	2-Cys peroxiredoxin BAS1-like, chloroplastic (2-Cys Prx B) (2-Cys peroxiredoxin B) (EC 1.11.1.24) (Thiol-specific antioxidant protein B) (Thioredoxin-dependent peroxiredoxin BAS1-like)	At5g06290 MHF15.19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G04630	Q8RWA7	NDADA_ARATH	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13-A (Protein MATERNAL EFFECT EMBRYO ARREST 4)	MEE4 At1g04630 T1G11.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G43500	Q9LSW2	ARP9_ARATH	Actin-related protein 9	ARP9 At5g43500 MWF20.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G18600	Q9LIH9	RH51_ARATH	DEAD-box ATP-dependent RNA helicase 51 (EC 3.6.4.13)	RH51 At3g18600 K24M9.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G49180	Q9M3B4	RID3_ARATH	Protein ROOT INITIATION DEFECTIVE 3 (Root initiation defective 3 protein) (WD-40 repeat-containing protein RID3)	RID3 At3g49180 F2K15.40	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G35910	A9LLI7	RP6L2_ARATH	Protein RRP6-like 2 (AtRRP6L2)	RRP6L2 At5g35910 MIK22.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G57300	Q8RXS6	INO80_ARATH	Chromatin-remodeling ATPase INO80 (AtINO80) (EC 3.6.4.-) (DNA helicase-related INO80 complex homolog 1)	INO80 At3g57300 F28O9.150	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G09800	Q84LG4	COPZ2_ARATH	Coatomer subunit zeta-2 (Zeta-2-coat protein) (Zeta-COP 2)	At3g09800 F11F8.39 F8A24.15	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G56710	P51420	RL313_ARATH	Large ribosomal subunit protein eL31x (60S ribosomal protein L31-3)	RPL31C RPL31 At5g56710 MIK19.16	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G60250	O81275	CSK2D_ARATH	Casein kinase II subunit beta-3 (CK II beta-3)	CKB3 At3g60250 F27H5_40	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G11660	Q9SAB1	HSP7Q_ARATH	Heat shock 70 kDa protein 16 (Heat shock protein 70-16) (AtHsp70-16)	HSP70-16 At1g11660 F25C20.19	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G41520	Q9FFS8	RS102_ARATH	Small ribosomal subunit protein eS10y (40S ribosomal protein S10-2)	RPS10B At5g41520 MBK23.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G52650	Q9LTF2	RS103_ARATH	Small ribosomal subunit protein eS10x (40S ribosomal protein S10-3)	RPS10C At5g52650 F6N7.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G20360	Q9SK66	NDUA9_ARATH	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	At2g20360 F11A3.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G53060	Q9LNN1	LECT1_ARATH	Lectin-like protein At1g53060	At1g53060 F8L10.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G53070	Q9LNN2	LECT3_ARATH	Lectin-like protein At1g53070	At1g53070 F8L10.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G48500	F4JF21	PTA10_ARATH	Protein PLASTID TRANSCRIPTIONALLY ACTIVE 10 (pTAC10) (Plastid-encoded RNA polymerase-associated protein 3) (PEP-associated protein 3) (Protein PIGMENT DEFECTIVE 312)	PTAC10 PAP3 PDE312 TAC10 At3g48500 T29H11_270 T8P19.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G64370	Q8H183	BUP1_ARATH	Beta-ureidopropionase (EC 3.5.1.6) (N-carbamoyl-beta-alanine amidohydrolase) (Protein PYRIMIDINE 3)	PYD3 BETA-UP At5g64370 MSJ1.21	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G65620	Q94AM1	OOPDA_ARATH	Organellar oligopeptidase A, chloroplastic/mitochondrial (AtOOP) (EC 3.4.24.70) (Thimet metalloendopeptidase 1) (Zincin-like metalloproteases family protein 1)	OOP PRD1 TOP1 At5g65620 K21L13.14	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G77470	Q9CAQ8	RFC5_ARATH	Replication factor C subunit 5 (AtRFC5) (Activator 1 subunit 5) (Protein EMBRYO DEFECTIVE 2810)	RFC5 EMB2810 RFC3 At1g77470 T5M16.6	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G61780	Q9FLT0	TSN2_ARATH	Ribonuclease TUDOR 2 (AtTudor2) (TUDOR-SN protein 2) (EC 3.1.-.-) (100 kDa coactivator-like protein)	TSN2 At5g61780 MAC9.10	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G07350	Q8VZG7	TSN1_ARATH	Ribonuclease TUDOR 1 (AtTudor1) (TUDOR-SN protein 1) (EC 3.1.-.-)	TSN1 At5g07350 T2I1.60	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G49080	Q8L6Z4	RPS9M_ARATH	Small ribosomal subunit protein uS9m (30S ribosomal protein S9, mitochondrial)	RPS9M At3g49080 T2J13.70	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G06430	Q8W585	FTSH8_ARATH	ATP-dependent zinc metalloprotease FTSH 8, chloroplastic (AtFTSH8) (EC 3.4.24.-)	FTSH8 At1g06430 F12K11.22 F12K11_24	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G30000	P0DI19	PHF5A_ARATH	PHD finger-like domain-containing protein 5A	At2g30000 F23F1.8	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G07170	Q0WMV8	PHF5B_ARATH	PHD finger-like domain-containing protein 5B	At1g07170 F10K1.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G21130	Q3MKM6	YAOL_ARATH	U3 snoRNP-associated protein-like EMB2271 (Protein EMBRYO DEFECTIVE 2271) (Protein YAO-like)	EMB2271 At4g21130 F7J7.70	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G05410	Q9M0V4	YAO_ARATH	U3 snoRNP-associated protein-like YAO	YAO At4g05410	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G29870	Q9FXG2	SYGC_ARATH	Putative glycine--tRNA ligase, cytoplasmic (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (AP-4-A synthetase) (Glycyl-tRNA synthetase) (GlyRS)	At1g29870 F1N18.9	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G13772	Q9LIC2	TMN7_ARATH	Transmembrane 9 superfamily member 7 (Endomembrane protein 5) (Transmembrane nine protein 7) (AtTMN7)	TMN7 EMP5 At3g13772 MMM17.20	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G55130	Q9C720	TMN6_ARATH	Transmembrane 9 superfamily member 6 (Endomembrane protein 4) (Transmembrane nine protein 6) (AtTMN6)	TMN6 EMP4 At1g55130 T7N22.7	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G65440	A8MS85	SPT61_ARATH	Transcription elongation factor SPT6 homolog (AtSPT6)	SPT6 GTB1 SPT6L At1g65440 T8F5.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G63210	Q9CAM1	SPT62_ARATH	Transcription elongation factor SPT6-like	At1g63210 F16M19.22	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G44860	O22165	RLP24_ARATH	Probable ribosome biogenesis protein RLP24 (Large ribosomal subunit protein eL24x)	RPL24C EL24X At2g44860 T13E15.13	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G58510	Q8LA13	RH11_ARATH	DEAD-box ATP-dependent RNA helicase 11 (EC 3.6.4.13)	RH11 At3g58510 F14P22.100	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT1G48050	Q9FQ09	KU80_ARATH	ATP-dependent DNA helicase 2 subunit KU80 (EC 3.6.4.12) (ATP-dependent DNA helicase 2 subunit 2) (ATP-dependent DNA helicase II 80 kDa subunit)	KU80 At1g48050 F21D18.26 T2J15.4	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G18465	F4JRJ6	DEAH9_ARATH	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH9 (EC 3.6.4.13) (DEAH RNA helicase homolog DDX35)	At4g18465 F28J12.120	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT2G44160	O80585	MTHR2_ARATH	Methylenetetrahydrofolate reductase (NADH) 2 (AtMTHFR2) (EC 1.5.1.54)	MTHFR2 At2g44160 F6E13.29	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G59970	Q9SE60	MTHR1_ARATH	Methylenetetrahydrofolate reductase (NADH) 1 (AtMTHFR1) (EC 1.5.1.54)	MTHFR1 At3g59970 F24G16.240	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G26618	P35614	ERF1Z_ARATH	Eukaryotic peptide chain release factor subunit 1-3 (Eukaryotic release factor 1-3) (eRF1-3) (Omnipotent suppressor protein 1 homolog 3) (SUP1 homolog 3)	ERF1-3 At3g26618 MFE16.17	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G59480	Q9M1B9	SCRK4_ARATH	Probable fructokinase-4 (EC 2.7.1.4)	At3g59480 T16L24.30	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT3G06850	Q9M7Z1	ODB2_ARATH	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCE2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase) (Protein DARK INDUCIBLE 3)	BCE2 DIN3 LTA1 At3g06850 F3E22.1	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G14320	O23290	RL36A_ARATH	Large ribosomal subunit protein eL42z/eL42y (60S ribosomal protein L36a)	RPL36AA At3g23390 MLM24.22; RPL36AB At4g14320 dl3200c FCAALL.124	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G08180	Q9LEY9	NHP2_ARATH	H/ACA ribonucleoprotein complex subunit 2-like protein (Nhp2-like protein)	At5g08180 T22D6.120	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT4G29390	P49689	RS30_ARATH	Small ribosomal subunit protein eS30z/eS30y/eS30x (40S ribosomal protein S30)	RPS30A At2g19750 F6F22.22; RPS30B At4g29390 F17A13.210; RPS30C At5g56670 MIK19.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
AT5G56670	P49689	RS30_ARATH	Small ribosomal subunit protein eS30z/eS30y/eS30x (40S ribosomal protein S30)	RPS30A At2g19750 F6F22.22; RPS30B At4g29390 F17A13.210; RPS30C At5g56670 MIK19.12	Arabidopsis thaliana (Mouse-ear cress)	reviewed
